Onset, Resp, Crit?, Acc
0.542961835861,0,False,1
5.52739787102,0,False,1
10.525192976,0,False,1
15.496409893,0,False,1
20.533864975,0,True,0
25.5051939487,0,True,0
30.5161190033,0,False,1
35.5140140057,0,False,1
40.5256719589,0,False,1
45.5226888657,0,False,1
50.5071320534,0,False,1
55.5182349682,0,False,1
60.5158410072,0,False,1
65.5136950016,0,False,1
70.5247738361,0,False,1
75.4959669113,0,True,0
80.5336110592,0,False,1
85.5046060085,0,False,1
90.515693903,0,True,0
95.5136129856,0,False,1
100.52470994,0,False,1
105.495623827,0,True,0
110.535364866,0,False,1
115.5045259,0,False,1
120.515607834,0,False,1
125.500066042,0,False,1
130.52449584,0,False,1
135.495530844,0,True,0
140.506674051,0,False,1
145.504520893,0,False,1
150.51561594,0,False,1
155.526631832,0,False,1
160.524555922,0,False,1
165.495578051,0,False,1
170.533591986,0,False,1
175.504374027,0,False,1
180.515398979,0,False,1
