Start Time	Nearest Frame	Swap?	Con	Time Post Flip	Swap Debug List
0.000177777488716	0.0	False	-1	0.0251037627895	
0.0253044538258	0.0333333333333	False	-1	0.0500526616379	
0.0503039205068	0.05	False	-1	0.0668984621734	
0.0670711038838	0.0666666666667	False	-1	0.0832650536031	
0.0834878680616	0.0833333333333	False	1	0.100413866006	
0.100585717591	0.1	False	1	0.117361987373	
0.117595863543	0.116666666667	False	1	0.133391196607	
0.133589912351	0.133333333333	False	1	0.14982692372	
0.150126380046	0.15	False	1	0.166959933689	
0.16717840248	0.166666666667	False	-1	0.183714080049	
0.183962573486	0.183333333333	False	-1	0.199885511291	
0.200071980129	0.2	False	-1	0.217303755358	
0.217503656284	0.216666666667	False	-1	0.233797556459	
0.234018000556	0.233333333333	False	-1	0.249890765597	
0.250092246759	0.25	False	1	0.2669574053	
0.267222491297	0.266666666667	False	1	0.28360488516	
0.283929230325	0.283333333333	False	1	0.299930785288	
0.300121994864	0.3	False	1	0.317132535885	
0.317317424473	0.316666666667	False	1	0.333753546656	
0.333986632701	0.333333333333	False	-1	0.350480433801	
0.350696927286	0.35	False	-1	0.366776309282	
0.366958037397	0.366666666667	False	-1	0.383530455641	
0.383746554071	0.383333333333	False	-1	0.400073639379	
0.40033714514	0.4	False	-1	0.417380871295	
0.417660969615	0.416666666667	False	1	0.433595364186	
0.43376603059	0.433333333333	False	1	0.450272868693	
0.450551386777	0.45	False	1	0.467328051629	
0.467542569808	0.466666666667	False	1	0.483304717738	
0.483523186529	0.483333333333	False	1	0.500422320314	
0.500633678006	0.5	False	-1	0.516717010614	
0.516995923754	0.516666666667	False	-1	0.53354503341	
0.533811699643	0.533333333333	False	-1	0.550527525091	
0.550746388937	0.55	False	-1	0.567058461922	
0.567259548028	0.566666666667	False	-1	0.583527769239	
0.583802731766	0.583333333333	False	1	0.599970607451	
0.600142854091	0.6	False	1	0.616820358598	
0.616991024988	0.616666666667	False	1	0.633525122321	
0.633749912085	0.633333333333	False	1	0.649996009874	
0.650275713138	0.65	False	1	0.667080822386	
0.667304822025	0.666666666667	False	-1	0.68349126559	
0.683714475104	0.683333333333	False	-1	0.700034449328	
0.700287683489	0.7	False	-1	0.716833237588	
0.717023261983	0.716666666667	False	-1	0.733551038327	
0.733878543993	0.733333333333	False	-1	0.750279900778	
0.750505875738	0.75	False	1	0.766483331972	
0.766669800811	0.766666666667	False	1	0.78334295965	
0.783534169226	0.783333333333	False	1	0.799911822352	
0.800081698631	0.8	False	1	0.816998610171	
0.817207202432	0.816666666667	False	1	0.833440658258	
0.833762237991	0.833333333333	False	-1	0.850378112969	
0.850584334868	0.85	False	-1	0.866252063206	
0.866426680208	0.866666666667	False	-1	0.883488974228	
0.883731541748	0.883333333333	False	-1	0.900115515862	
0.900343466114	0.9	False	-1	0.917121316146	
0.917370599709	0.916666666667	False	1	0.933480006352	
0.933680302333	0.933333333333	False	1	0.950024770325	
0.950310399508	0.95	False	1	0.967228496229	
0.96746513783	0.966666666667	False	1	0.983547285257	
0.983746000988	0.983333333333	False	1	1.00007150606	
1.0002741724	1.0	False	-1	1.01719740492	
1.01737952809	1.01666666667	False	-1	1.03334829297	
1.03353160132	1.03333333333	False	-1	1.05026559957	
1.0505690065	1.05	False	-1	1.06669579583	
1.06691703005	1.06666666667	False	-1	1.08343571999	
1.08372490472	1.08333333333	False	1	1.10014087879	
1.100342755	1.1	False	1	1.11701630891	
1.11727862948	1.11666666667	False	1	1.13377756637	
1.13402605981	1.13333333333	False	1	1.1500556641	
1.15028598472	1.15	False	1	1.16670551433	
1.16687539061	1.16666666667	False	-1	1.18346203107	
1.18363427771	1.18333333333	False	-1	1.19999731358	
1.20016995528	1.2	False	-1	1.21707738536	
1.21728874305	1.21666666667	False	-1	1.23346135946	
1.2336956307	1.23333333333	False	-1	1.25030360445	
1.25055802381	1.25	False	1	1.26691118315	
1.26710357791	1.26666666667	False	1	1.28381940334	
1.28405762519	1.28333333333	False	1	1.300116464	
1.30038194507	1.3	False	1	1.31672206739	
1.31694251149	1.31666666667	False	1	1.33370574425	
1.33398821295	1.33333333333	False	-1	1.3499522371	
1.35011974302	1.35	False	-1	1.36690075354	
1.36717453088	1.36666666667	False	-1	1.38366912209	
1.38395791176	1.38333333333	False	-1	1.40060183608	
1.4008372925	1.4	False	-1	1.41751242663	
1.41778659905	1.41666666667	False	1	1.43335911765	
1.43359496913	1.43333333333	False	1	1.44979721513	
1.44998368397	1.45	False	1	1.46724113818	
1.46742879221	1.46666666667	False	1	1.48366343322	
1.48391390196	1.48333333333	False	1	1.50003476537	
1.50030498716	1.5	False	-1	1.51689557823	
1.51709271372	1.51666666667	False	-1	1.53335303371	
1.53360389751	1.53333333333	False	-1	1.55002105676	
1.55025532798	1.55	False	-1	1.56675624018	
1.56701026447	1.56666666667	False	-1	1.58352539886	
1.58381932433	1.58333333333	False	1	1.60034591549	
1.60059085338	1.6	False	1	1.61705462984	
1.61732050596	1.61666666667	False	1	1.63348640634	
1.63375623307	1.63333333333	False	1	1.65007423198	
1.6503239106	1.65	False	1	1.66717800741	
1.66739963669	1.66666666667	False	-1	1.6837603022	
1.68399338824	1.68333333333	False	-1	1.70002496785	
1.70027820203	1.7	False	-1	1.71684864497	
1.71703274344	1.71666666667	False	-1	1.73355735932	
1.73386590203	1.73333333333	False	-1	1.75000098764	
1.75021195028	1.75	False	1	1.76688076345	
1.76710081247	1.76666666667	False	1	1.783526268	
