Start Time	Nearest Frame	TCon	NTCon	Target	Time Post Flip	TOnset/Offset?	Target Off Debug List
0.000314468648867	0.0	0.8	0.8	1.0	0.0163926654641	0.683019167584	None	
0.0168702943338	0.0166666666667	0.8	0.8	1.0	0.0336287863756	None	None	
0.0340005388716	0.0333333333333	0.8	0.8	1.0	0.0498460446979	None	None	
0.0501996243838	0.05	0.8	0.8	1.0	0.0669300670852	None	None	
0.0672413752327	0.0666666666667	0.8	0.8	1.0	0.083474831059	None	None	
0.0838829291752	0.0833333333333	-0.8	-0.8	0.0	0.0999354470259	0.766561949145	[0.6830191675835522, 0.7665619491453981, 0.08354278156184591, 0.016666666666666666, 0.08333333333333333, 0.06666666666666667]	
0.100256631704	0.1	-0.8	-0.8	0.0	0.1168784326	None	None	
0.117171962993	0.116666666667	-0.8	-0.8	0.0	0.133448085428	None	None	
0.133892134108	0.133333333333	-0.8	-0.8	0.0	0.150068701128	None	None	
0.150381984582	0.15	-0.8	-0.8	0.0	0.166596477487	None	None	
0.166954402841	0.166666666667	0.8	0.8	0.0	0.183863413156	None	None	
0.184184202779	0.183333333333	0.8	0.8	0.0	0.199956622295	None	None	
0.200263189719	0.2	0.8	0.8	0.0	0.216995212657	None	None	
0.217399755231	0.216666666667	0.8	0.8	0.0	0.233502840885	None	None	
0.23395518586	0.233333333333	0.8	0.8	0.0	0.25000454321	None	None	
0.25031269087	0.25	-0.8	-0.8	0.0	0.266885504185	None	None	
0.267260812238	0.266666666667	-0.8	-0.8	0.0	0.283607255536	None	None	
0.284044983244	0.283333333333	-0.8	-0.8	0.0	0.300009402461	None	None	
0.300365352523	0.3	-0.8	-0.8	0.0	0.316657672447	None	None	
0.316960684315	0.316666666667	-0.8	-0.8	0.0	0.333518485306	None	None	
0.333909990863	0.333333333333	0.8	0.8	0.0	0.350436186971	None	None	
0.350800828368	0.35	0.8	0.8	0.0	0.366417593817	None	None	
0.36671112421	0.366666666667	0.8	0.8	0.0	0.383468826127	None	None	
0.38380028239	0.383333333333	0.8	0.8	0.0	0.400105244291	None	None	
0.400397984558	0.4	0.8	0.8	0.0	0.417402599662	None	None	
0.417755389237	0.416666666667	-0.8	-0.8	0.0	0.433798030543	None	None	
0.434342029694	0.433333333333	-0.8	-0.8	0.0	0.450078893715	None	None	
0.450374004358	0.45	-0.8	-0.8	0.0	0.466631558913	None	None	
0.466968150969	0.466666666667	-0.8	-0.8	0.0	0.483940371065	None	None	
0.484381654314	0.483333333333	-0.8	-0.8	0.0	0.500707554442	None	None	
0.501042566262	0.5	0.8	0.8	0.0	0.516311677929	None	None	
0.516748615511	0.516666666667	0.8	0.8	0.0	0.533579403738	None	None	
0.533957872278	0.533333333333	0.8	0.8	0.0	0.550162093583	None	None	
0.550649994038	0.55	0.8	0.8	0.0	0.567198313569	None	None	
0.56748986867	0.566666666667	0.8	0.8	0.0	0.583351176931	None	None	
0.583745052849	0.583333333333	-0.8	-0.8	0.0	0.60016853307	None	None	
0.600481421468	0.6	-0.8	-0.8	0.0	0.616799815441	None	None	
0.61709374089	0.616666666667	-0.8	-0.8	0.0	0.63361401108	None	None	
0.634035541283	0.633333333333	-0.8	-0.8	0.0	0.650082528271	None	None	
0.650376453734	0.65	-0.8	-0.8	0.0	0.666968229983	None	None	
0.667264525808	0.666666666667	0.8	0.8	0.0	0.683732647929	None	None	
0.684173141068	0.683333333333	0.8	0.8	0.0	0.699962153158	None	None	
0.700359189563	0.7	0.8	0.8	0.0	0.71713624947	None	None	
0.717428199627	0.716666666667	0.8	0.8	0.0	0.733432124951	None	None	
0.733957161166	0.733333333333	0.8	0.8	0.0	0.750347456255	None	None	
0.750654023665	0.75	-0.8	-0.8	0.0	0.767269108517	None	None	
0.767583972221	0.766666666667	-0.8	-0.8	0.0	0.783493873008	None	None	
0.783871551423	0.783333333333	-0.8	-0.8	0.0	0.800022044423	None	None	
0.800466883215	0.8	-0.8	-0.8	0.0	0.81660828981	None	None	
0.816967400358	0.816666666667	-0.8	-0.8	0.0	0.83335572014	None	None	
0.833720756593	0.833333333333	0.8	0.8	0.0	0.850059693737	None	None	
0.850365075967	0.85	0.8	0.8	0.0	0.866511223299	None	None	
0.866815815403	0.866666666667	0.8	0.8	0.0	0.884100133771	None	None	
0.884475046769	0.883333333333	0.8	0.8	0.0	0.899997787667	None	None	
0.900307120508	0.9	0.8	0.8	0.0	0.916827390698	None	None	
0.917120526035	0.916666666667	-0.8	-0.8	0.0	0.933593388894	None	None	
0.933965931516	0.933333333333	-0.8	-0.8	0.0	0.949890844626	None	None	
0.950443930167	0.95	-0.8	-0.8	0.0	0.967264446794	None	None	
0.967712446087	0.966666666667	-0.8	-0.8	0.0	0.983593507408	None	None	
0.984031235115	0.983333333333	-0.8	-0.8	0.0	0.999988148178	None	None	
1.00030064151	1.0	0.8	0.8	0.0	1.01699710895	None	None	
1.01733014546	1.01666666667	0.8	0.8	0.0	1.03357189757	None	None	
1.0340459709	1.03333333333	0.8	0.8	0.0	1.05009098258	None	None	
1.05040545121	1.05	0.8	0.8	0.0	1.06690794366	None	None	
1.0672386098	1.06666666667	0.8	0.8	0.0	1.08343927556	None	None	
1.08385646009	1.08333333333	-0.8	-0.8	0.0	1.10012349611	None	None	
1.10044784128	1.1	-0.8	-0.8	0.0	1.11676425993	None	None	
1.1170743829	1.11666666667	-0.8	-0.8	0.0	1.13312374026	None	None	
1.1338048256	1.13333333333	-0.8	-0.8	0.0	1.15025240455	None	None	
1.15069131744	1.15	-0.8	-0.8	0.0	1.16663637865	None	None	
1.16694689669	1.16666666667	0.8	0.8	0.0	1.18343753729	None	None	
1.18372909239	1.18333333333	0.8	0.8	0.0	1.20005025178	None	None	
1.2003406217	1.2	0.8	0.8	0.0	1.21683876847	None	None	
1.2171816815	1.21666666667	0.8	0.8	0.0	1.23345622368	None	None	
1.23388328473	1.23333333333	0.8	0.8	0.0	1.25031664148	None	None	
1.25061214718	1.25	-0.8	-0.8	0.0	1.26683533142	None	None	
1.2671656025	1.26666666667	-0.8	-0.8	0.0	1.28335797199	None	None	
1.28382295891	1.28333333333	-0.8	-0.8	0.0	1.3001208097	None	None	
1.30041354997	1.3	-0.8	-0.8	0.0	1.31678725249	None	None	
1.31729569614	1.31666666667	-0.8	-0.8	0.0	1.33335848556	None	None	
1.33364846041	1.33333333333	0.8	0.8	0.0	1.34986492862	None	None	
1.35029752052	1.35	0.8	0.8	0.0	1.36640613705	None	None	
1.36679211174	1.36666666667	0.8	0.8	0.0	1.38381489966	None	None	
1.38422062741	1.38333333333	0.8	0.8	0.0	1.39988401007	None	None	
1.40019373797	1.4	0.8	0.8	0.0	1.41679618087	None	None	
1.41732556275	1.41666666667	-0.8	-0.8	0.0	1.43340533981	None	None	
1.43369966034	1.43333333333	-0.8	-0.8	0.0	1.45003385674	None	None	
1.45037716485	1.45	-0.8	-0.8	0.0	1.46687807704	None	None	
1.46716884201	1.46666666667	-0.8	-0.8	0.0	1.48380644535	None	None	
1.48421217311	1.48333333333	-0.8	-0.8	0.0	1.50023545642	None	None	
1.50055269049	1.5	0.8	0.8	0.0	1.51709034338	None	None	
1.51743957738	1.51666666667	0.8	0.8	0.0	1.53320528087	None	None	
1.53350157669	1.53333333333	0.8	0.8	0.0	1.54990767423	None	None	
