Start Time	Nearest Frame	TCon	NTCon	Target	Time Post Flip	TOnset/Offset?	Target Off Debug List
0.000303801993141	0.0	0.8	0.8	1.0	0.0162666409597	0.683917141476	None	
0.0166992328741	0.0166666666667	0.8	0.8	1.0	0.0337619219499	None	None	
0.0341719953867	0.0333333333333	0.8	0.8	1.0	0.0496698474308	None	None	
0.0500194765045	0.05	0.8	0.8	1.0	0.0663260186411	None	None	
0.0666317959403	0.0666666666667	0.8	0.8	1.0	0.0827961160685	None	None	
0.0831903870567	0.0833333333333	-0.8	-0.8	0.0	0.0994479416113	0.767115034687	[0.6839171414758312, 0.7671150346868671, 0.08319789321103599, 0.016666666666666666, 0.08333333333333333, 0.06666666666666667]	
0.0998177188012	0.1	-0.8	-0.8	0.0	0.116125446119	None	None	
0.116485741848	0.116666666667	-0.8	-0.8	0.0	0.132869715962	None	None	
0.133305468349	0.133333333333	-0.8	-0.8	0.0	0.149618726529	None	None	
0.150056849292	0.15	-0.8	-0.8	0.0	0.165999540142	None	None	
0.166350354411	0.166666666667	0.8	0.8	0.0	0.182903414665	None	None	
0.183235661054	0.183333333333	0.8	0.8	0.0	0.199528376048	None	None	
0.199853906408	0.2	0.8	0.8	0.0	0.216267115029	None	None	
0.216653879848	0.216666666667	0.8	0.8	0.0	0.232797656805	None	None	
0.233145310587	0.233333333333	0.8	0.8	0.0	0.24977856825	None	None	
0.25006735792	0.25	-0.8	-0.8	0.0	0.26619098676	None	None	
0.266593949083	0.266666666667	-0.8	-0.8	0.0	0.283412885474	None	None	
0.283719847939	0.283333333333	-0.8	-0.8	0.0	0.299517551379	None	None	
0.299876266858	0.3	-0.8	-0.8	0.0	0.316308438429	None	None	
0.316694808178	0.316666666667	-0.8	-0.8	0.0	0.333171621649	None	None	
0.333592361727	0.333333333333	0.8	0.8	0.0	0.350255248981	None	None	
0.35064161873	0.35	0.8	0.8	0.0	0.366171470741	None	None	
0.366514383772	0.366666666667	0.8	0.8	0.0	0.383144085892	None	None	
0.383584183961	0.383333333333	0.8	0.8	0.0	0.399791960823	None	None	
0.400100108483	0.4	0.8	0.8	0.0	0.416504625769	None	None	
0.416796575926	0.416666666667	-0.8	-0.8	0.0	0.433225982066	None	None	
0.43362183329	0.433333333333	-0.8	-0.8	0.0	0.450025560451	None	None	
0.450379140137	0.45	-0.8	-0.8	0.0	0.466467213482	None	None	
0.466759558694	0.466666666667	-0.8	-0.8	0.0	0.483360421349	None	None	
0.48373296397	0.483333333333	-0.8	-0.8	0.0	0.499871210079	None	None	
0.500190814506	0.5	0.8	0.8	0.0	0.51636619636	None	None	
0.51667276377	0.516666666667	0.8	0.8	0.0	0.532767948214	None	None	
0.533118367413	0.533333333333	0.8	0.8	0.0	0.54946125517	None	None	
0.549855131088	0.55	0.8	0.8	0.0	0.566308240886	None	None	
0.56667643784	0.566666666667	0.8	0.8	0.0	0.583018535472	None	None	
0.58349379398	0.583333333333	-0.8	-0.8	0.0	0.599683002962	None	None	
0.6000239407	0.6	-0.8	-0.8	0.0	0.616386186448	None	None	
0.616702630388	0.616666666667	-0.8	-0.8	0.0	0.632890259134	None	None	
0.633231986983	0.633333333333	-0.8	-0.8	0.0	0.649856158256	None	None	
0.650295071129	0.65	-0.8	-0.8	0.0	0.66621168796	None	None	
0.666544329404	0.666666666667	0.8	0.8	0.0	0.683204451227	None	None	
0.683550919814	0.683333333333	0.8	0.8	0.0	0.699593561134	None	None	
0.699952276613	0.7	0.8	0.8	0.0	0.716310966818	None	None	
0.716612398435	0.716666666667	0.8	0.8	0.0	0.733243680792	None	None	
0.733653754229	0.733333333333	0.8	0.8	0.0	0.749338470181	None	None	
0.749656099302	0.75	-0.8	-0.8	0.0	0.766514936869	None	None	
0.766839282034	0.766666666667	-0.8	-0.8	0.0	0.782785528441	None	None	
0.783100787201	0.783333333333	-0.8	-0.8	0.0	0.799832020013	None	None	
0.800122784989	0.8	-0.8	-0.8	0.0	0.816763548821	None	None	
0.817056684158	0.816666666667	-0.8	-0.8	0.0	0.833460411319	None	None	
0.833835719372	0.833333333333	0.8	0.8	0.0	0.849567842655	None	None	
0.849917866799	0.85	0.8	0.8	0.0	0.866510828229	None	None	
0.866802383316	0.866666666667	0.8	0.8	0.0	0.883252727697	None	None	
0.883657270271	0.883333333333	0.8	0.8	0.0	0.899598380885	None	None	
0.899920355674	0.9	0.8	0.8	0.0	0.916463539412	None	None	
0.916813958611	0.916666666667	-0.8	-0.8	0.0	0.932905982569	None	None	
0.933233883276	0.933333333333	-0.8	-0.8	0.0	0.949580721644	None	None	
0.950035436981	0.95	-0.8	-0.8	0.0	0.966693978553	None	None	
0.967155014863	0.966666666667	-0.8	-0.8	0.0	0.982980767629	None	None	
0.983290890596	0.983333333333	-0.8	-0.8	0.0	0.999653926468	None	None	
0.999999209875	1.0	0.8	0.8	0.0	1.0168339487	None	None	
1.01716540498	1.01666666667	0.8	0.8	0.0	1.03306503416	None	None	
1.03339253982	1.03333333333	0.8	0.8	0.0	1.04976821765	None	None	
1.05016130344	1.05	0.8	0.8	0.0	1.06658083305	None	None	
1.06687436346	1.06666666667	0.8	0.8	0.0	1.08278031363	None	None	
1.08313902911	1.08333333333	-0.8	-0.8	0.0	1.09976003988	None	None	
1.10005317522	1.1	-0.8	-0.8	0.0	1.11636801364	None	None	
1.11667971686	1.11666666667	-0.8	-0.8	0.0	1.13305460455	None	None	
1.13342240643	1.13333333333	-0.8	-0.8	0.0	1.14960687469	None	None	
1.14995966425	1.15	-0.8	-0.8	0.0	1.16616902137	None	None	
1.16648823074	1.16666666667	0.8	0.8	0.0	1.18329175973	None	None	
1.1836923517	1.18333333333	0.8	0.8	0.0	1.19938022814	None	None	
1.19976422752	1.2	0.8	0.8	0.0	1.21657802812	None	None	
1.21691303994	1.21666666667	0.8	0.8	0.0	1.23289128629	None	None	
1.2332456561	1.23333333333	0.8	0.8	0.0	1.24961777838	None	None	
1.24992355568	1.25	-0.8	-0.8	0.0	1.26660896141	None	None	
1.26691710907	1.26666666667	-0.8	-0.8	0.0	1.28324854004	None	None	
1.28358157656	1.28333333333	-0.8	-0.8	0.0	1.30002125428	None	None	
1.30034520439	1.3	-0.8	-0.8	0.0	1.3163981173	None	None	
1.31678922779	1.31666666667	-0.8	-0.8	0.0	1.33296302939	None	None	
1.33339641141	1.33333333333	0.8	0.8	0.0	1.35003243451	None	None	
1.35036942163	1.35	0.8	0.8	0.0	1.36632080383	None	None	
1.36664356876	1.36666666667	0.8	0.8	0.0	1.38285727153	None	None	
1.38334912261	1.38333333333	0.8	0.8	0.0	1.39957546734	None	None	
1.3998978372	1.4	0.8	0.8	0.0	1.41645840362	None	None	
1.41685267461	1.41666666667	-0.8	-0.8	0.0	1.43321175985	None	None	
1.43364790732	1.43333333333	-0.8	-0.8	0.0	1.45038980679	None	None	
1.45099227497	1.45	-0.8	-0.8	0.0	1.46607333756	None	None	
1.46637121364	1.46666666667	-0.8	-0.8	0.0	1.48300921204	None	None	
1.48330906341	1.48333333333	-0.8	-0.8	0.0	1.49954330936	None	None	
1.49983881507	1.5	0.8	0.8	0.0	1.51625439407	None	None	
1.51661113424	1.51666666667	0.8	0.8	0.0	1.53269683721	None	None	
1.53310335509	1.53333333333	0.8	0.8	0.0	1.54953039087	None	None	
1.54993058776	1.55	0.8	0.8	0.0	1.56646784558	None	None	
1.56675940068	1.56666666667	0.8	0.8	0.0	1.5827917704	None	None	
1.58312480692	1.58333333333	-0.8	-0.8	0.0	1.59939658367	None	None	
1.59982759533	1.6	-0.8	-0.8	0.0	1.61673739577	None	None	
1.61704672861	1.61666666667	-0.8	-0.8	0.0	1.63350339397	None	None	
1.63394981301	1.63333333333	-0.8	-0.8	0.0	1.64956894882	None	None	
1.64989171375	1.65	-0.8	-0.8	0.0	1.66674620564	None	None	
1.66710531617	1.66666666667	0.8	0.8	0.0	1.68324553758	None	None	
1.68359042594	1.68333333333	0.8	0.8	0.0	1.69951889459	None	None	
1.69987800512	1.7	0.8	0.8	0.0	1.71663570704	None	None	
1.71694266952	1.71666666667	0.8	0.8	0.0	1.73329227332	None	None	
1.73369681588	1.73333333333	0.8	0.8	0.0	1.74945501321	None	None	
1.7498085929	1.75	-0.8	-0.8	0.0	1.76615187571	None	None	
1.76650782576	1.76666666667	-0.8	-0.8	0.0	1.78280883704	None	None	
1.78314424392	1.78333333333	-0.8	-0.8	0.0	1.79974747694	None	None	
1.80006115546	1.8	-0.8	-0.8	0.0	1.81651031465	None	None	
1.81686705482	1.81666666667	-0.8	-0.8	0.0	1.8327445606	None	None	
1.83305428851	1.83333333333	0.8	0.8	0.0	1.84972981771	None	None	
1.85009485416	1.85	0.8	0.8	0.0	1.86630618658	None	None	
1.86661038363	1.86666666667	0.8	0.8	0.0	1.88279327164	None	None	
1.88312986369	1.88333333333	0.8	0.8	0.0	1.89942889966	None	None	
1.89981684968	1.9	0.8	0.8	0.0	1.91676339079	None	None	
1.91707667425	1.91666666667	-0.8	-0.8	0.0	1.93270292116	None	None	
1.93308494525	1.93333333333	-0.8	-0.8	0.0	1.94951869706	None	None	
1.94986200516	1.95	-0.8	-0.8	0.0	1.96689545971	None	None	
1.96728301466	1.96666666667	-0.8	-0.8	0.0	1.98262600276	None	None	
1.9829740516	1.98333333333	-0.8	-0.8	0.0	1.9993916059	None	None	
1.99978113614	2.0	0.8	0.8	1.0	2.01656333185	2.68422884468	None	
2.01697261515	2.01666666667	0.8	0.8	1.0	2.03259451639	None	None	
2.03290266405	2.03333333333	0.8	0.8	1.0	2.04930007024	None	None	
2.04966076103	2.05	0.8	0.8	1.0	2.06609727826	None	None	
2.06642833947	2.06666666667	0.8	0.8	1.0	2.08266969652	None	None	
2.08308767117	2.08333333333	-0.8	-0.8	0.0	2.09977426208	2.76744175023	[2.684228844678728, 2.76744175022759, 0.08321290554886218, 2.0166666666666666, 2.0833333333333335, 0.06666666666666687]	
2.1001396936	2.1	-0.8	-0.8	0.0	2.11689779058	None	None	
2.11719685183	2.11666666667	-0.8	-0.8	0.0	2.13260739538	None	None	
2.1329870491	2.13333333333	-0.8	-0.8	0.0	2.14980005957	None	None	
2.150119664	2.15	-0.8	-0.8	0.0	2.16615874977	None	None	
2.16647479865	2.16666666667	0.8	0.8	0.0	2.18278173584	None	None	
2.18315032785	2.18333333333	0.8	0.8	0.0	2.19949440079	None	None	
2.19988393104	2.2	0.8	0.8	0.0	2.21650494181	None	None	
2.21679610186	2.21666666667	0.8	0.8	0.0	2.23333335966	None	None	
2.23376990219	2.23333333333	0.8	0.8	0.0	2.24953402542	None	None	
2.24987417304	2.25	-0.8	-0.8	0.0	2.26613133254	None	None	
2.26644975178	2.26666666667	-0.8	-0.8	0.0	2.28306681194	None	None	
2.28349782361	2.28333333333	-0.8	-0.8	0.0	2.30017493306	None	None	
2.3005391794	2.3	-0.8	-0.8	0.0	2.3166276478	None	None	
2.31692117819	2.31666666667	-0.8	-0.8	0.0	2.33288678259	None	None	
2.33332411524	2.33333333333	0.8	0.8	0.0	2.34967055854	None	None	
2.35002887897	2.35	0.8	0.8	0.0	2.36646579126	None	None	
2.36675734636	2.36666666667	0.8	0.8	0.0	2.38333450534	None	None	
