Onset, Resp, Crit?, Acc
0.549460887909,0,False,1
1.53555297852,0,False,1
2.53523588181,0,True,0
3.5213739872,0,False,1
4.53431105614,0,False,1
5.533867836,0,False,1
6.53335785866,0,False,1
7.53282999992,0,True,0
8.53241300583,0,False,1
9.50531601906,0,False,1
10.5049328804,0,False,1
11.5045068264,0,False,1
12.5305140018,0,False,1
13.5035028458,0,False,1
14.5032269955,0,True,0
15.5026860237,0,False,1
16.5023548603,0,False,1
17.5152258873,0,False,1
18.5146210194,0,True,0
19.5408079624,0,False,1
20.5136890411,0,False,1
21.5139398575,0,False,1
22.5128910542,0,False,1
23.512346983,0,False,1
24.5256488323,0,False,1
25.5113558769,0,True,0
26.5255880356,0,False,1
27.5105278492,0,False,1
28.52344203,0,False,1
29.5231089592,0,True,0
30.5225658417,0,False,1
31.5223679543,0,False,1
32.5352380276,0,True,0
33.5212309361,0,True,0
34.5206329823,0,False,1
35.5335829258,0,False,1
36.5332839489,0,False,1
37.5327689648,0,False,1
38.5056638718,0,False,1
39.5318279266,0,False,1
40.5046799183,0,False,1
41.5043330193,0,False,1
42.5038728714,0,False,1
43.5167899132,0,False,1
44.5029759407,0,True,0
45.5157558918,0,False,1
46.5152769089,0,True,0
47.5014760494,0,False,1
48.5014359951,0,False,1
49.5139598846,0,False,1
50.5135319233,0,False,1
51.5132379532,0,True,0
52.5130779743,0,False,1
53.5130929947,0,False,1
54.5251328945,0,False,1
55.524698019,0,False,1
56.5247268677,0,False,1
57.5104529858,0,False,1
58.5246770382,0,True,0
59.5229530334,0,False,1
60.522400856,0,False,1
61.5220320225,0,False,1
62.5214648247,0,False,1
63.5344378948,0,False,1
64.5206978321,0,True,0
65.5203018188,0,False,1
66.5330719948,0,False,1
67.5060279369,0,True,0
68.5322329998,0,False,1
69.5317349434,0,False,1
70.5312850475,0,False,1
71.5042049885,0,False,1
72.5036418438,0,True,0
73.5033168793,0,False,1
74.5162370205,0,False,1
75.5290608406,0,True,0
76.5285348892,0,False,1
77.5148148537,0,False,1
78.51430583,0,False,1
79.5140969753,0,False,1
80.5134298801,0,False,1
81.5132129192,0,False,1
82.512570858,0,True,0
83.5122559071,0,True,0
84.5121619701,0,False,1
85.5246119499,0,False,1
86.5121059418,0,False,1
87.5238399506,0,False,1
88.5120809078,0,False,1
89.5362019539,0,False,1
90.5223698616,0,False,1
91.535269022,0,False,1
92.5354640484,0,False,1
93.5209228992,0,True,0
94.5073149204,0,False,1
95.5333688259,0,False,1
96.5330798626,0,True,0
97.505838871,0,False,1
98.5053789616,0,False,1
99.5050480366,0,False,1
100.517940044,0,False,1
101.504185915,0,False,1
102.530243874,0,False,1
103.516494989,0,False,1
104.502610922,0,True,0
105.502249002,0,False,1
106.515225887,0,False,1
107.514726877,0,False,1
108.527565002,0,True,0
109.52718091,0,False,1
110.513378859,0,False,1
111.539403915,0,True,0
112.539034843,0,True,0
113.511899948,0,False,1
114.511399031,0,False,1
115.511248827,0,False,1
116.524116039,0,False,1
117.504465818,0,False,1
118.523221016,0,False,1
119.516196012,0,False,1
120.515563965,0,False,1
121.522851944,0,False,1
122.534487009,0,False,1
123.534543991,0,False,1
124.527330875,0,True,0
125.506592989,0,False,1
126.532862902,0,True,0
127.532416821,0,False,1
128.539265871,0,False,1
129.504772902,0,False,1
130.504364967,0,False,1
131.503890991,0,False,1
132.503378868,0,False,1
133.503094912,0,False,1
134.510639906,0,True,0
135.502225876,0,False,1
136.501612902,0,False,1
137.514457941,0,True,0
138.51423502,0,False,1
139.527112007,0,False,1
140.534010887,0,False,1
141.526196003,0,False,1
142.512306929,0,True,0
143.525275946,0,True,0
144.524729013,0,False,1
145.511054039,0,False,1
146.537235022,0,False,1
147.523413897,0,False,1
148.536212921,0,False,1
149.522363901,0,False,1
150.53539896,0,False,1
151.5219419,0,False,1
152.534454823,0,False,1
153.521890879,0,False,1
154.533649921,0,False,1
155.50635004,0,True,0
156.506146908,0,False,1
157.505539894,0,False,1
158.505300999,0,False,1
159.531261921,0,True,0
160.530777931,0,False,1
161.530333996,0,True,0
162.503304005,0,False,1
163.502883911,0,False,1
164.529077053,0,False,1
165.502035856,0,False,1
166.528193951,0,True,0
167.51434803,0,False,1
168.527292013,0,False,1
169.521386862,0,False,1
170.513067961,0,False,1
171.512537003,0,False,1
172.512238979,0,False,1
173.511693954,0,False,1
174.52451086,0,False,1
175.510910034,0,True,0
176.510344028,0,True,0
177.536501884,0,False,1
178.522799015,0,False,1
179.509361029,0,False,1
180.52204299,0,False,1
181.509327888,0,False,1
182.521114826,0,False,1
183.533854008,0,True,0
184.533309937,0,False,1
